Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Start Date,Batsman,Year,Start Date
0*,0,0,0.0,0,0,Pakistan,Providence,04/09/2017,Shannon Gabriel,2017,2017
2*,2,5,40.0,0,0,Afghanistan,Gros Islet,06/09/2017,Shannon Gabriel,2017,2017
0*,0,0,0.0,0,0,New Zealand,Whangarei,12/20/2017,Shannon Gabriel,2017,2017
0,0,2,0.0,0,0,New Zealand,Christchurch,12/23/2017,Shannon Gabriel,2017,2017
12*,12,20,60.0,1,0,New Zealand,Christchurch,12/26/2017,Shannon Gabriel,2017,2017
0*,0,0,0.0,0,0,Bangladesh,Dublin,05/07/2019,Shannon Gabriel,2019,2019
5,5,7,71.42,1,0,India,Pune,10/27/2018,Fabian Allen,2018,2018
10,10,17,58.82,1,0,India,Mumbai (BS),10/29/2018,Fabian Allen,2018,2018
4,4,11,36.36,0,0,India,Thiruvananthapuram,11/01/2018,Fabian Allen,2018,2018
6,6,17,35.29,0,1,Bangladesh,Sylhet,12/14/2018,Fabian Allen,2018,2018
0*,0,0,0.0,0,0,Ireland,Dublin (Malahide),05/11/2019,Fabian Allen,2019,2019
7,7,9,77.77,1,0,Bangladesh,Dublin (Malahide),05/13/2019,Fabian Allen,2019,2019
1*,1,1,100.0,0,0,South Africa,Port Elizabeth,01/25/2015,Sheldon Cottrell,2015,2015
2*,2,8,25.0,0,0,South Africa,Centurion,01/28/2015,Sheldon Cottrell,2015,2015
8,8,11,72.72,1,0,New Zealand,Christchurch,12/23/2017,Sheldon Cottrell,2017,2017
3,3,4,75.0,0,0,New Zealand,Christchurch,12/26/2017,Sheldon Cottrell,2017,2017
0*,0,0,0.0,0,0,England,St George's,02/27/2019,Sheldon Cottrell,2019,2019
4*,4,7,57.14,0,0,Bangladesh,Dublin,05/07/2019,Sheldon Cottrell,2019,2019
8*,8,4,200.0,0,1,Bangladesh,Dublin (Malahide),05/13/2019,Sheldon Cottrell,2019,2019
19,19,16,118.75,2,0,India,Kingston,06/26/2009,Darren Bravo,2009,2009
21,21,15,140.0,3,0,India,Gros Islet,07/03/2009,Darren Bravo,2009,2009
14,14,35,40.0,1,0,Zimbabwe,Kingstown,03/14/2010,Darren Bravo,2010,2010
74,74,75,98.66,6,2,Canada,Kingston,04/13/2010,Darren Bravo,2010,2010
28*,28,36,77.77,0,2,Ireland,Kingston,04/15/2010,Darren Bravo,2010,2010
1,1,6,16.66,0,0,South Africa,Roseau,05/28/2010,Darren Bravo,2010,2010
45*,45,31,145.16,3,1,South Africa,Roseau,05/30/2010,Darren Bravo,2010,2010
17,17,47,36.17,0,0,South Africa,Port of Spain,06/03/2010,Darren Bravo,2010,2010
8,8,22,36.36,0,0,Sri Lanka,Colombo (SSC),01/31/2011,Darren Bravo,2011,2011
39,39,64,60.93,0,3,Sri Lanka,Colombo (SSC),02/03/2011,Darren Bravo,2011,2011
79,79,91,86.81,9,1,Sri Lanka,Colombo (SSC),02/06/2011,Darren Bravo,2011,2011
73,73,82,89.02,8,1,South Africa,Delhi,02/24/2011,Darren Bravo,2011,2011
30,30,38,78.94,1,2,Netherlands,Delhi,02/28/2011,Darren Bravo,2011,2011
9*,9,26,34.61,1,0,Bangladesh,Dhaka,03/04/2011,Darren Bravo,2011,2011
0,0,3,0.0,0,0,Ireland,Mohali,03/11/2011,Darren Bravo,2011,2011
5,5,15,33.33,1,0,England,Chennai,03/17/2011,Darren Bravo,2011,2011
22,22,29,75.86,1,1,India,Chennai,03/20/2011,Darren Bravo,2011,2011
0,0,3,0.0,0,0,Pakistan,Dhaka,03/23/2011,Darren Bravo,2011,2011
67,67,109,61.46,1,1,Pakistan,Gros Islet,04/23/2011,Darren Bravo,2011,2011
12,12,18,66.66,2,0,Pakistan,Gros Islet,04/25/2011,Darren Bravo,2011,2011
47,47,77,61.03,3,1,Pakistan,Bridgetown,04/28/2011,Darren Bravo,2011,2011
21,21,26,80.76,3,0,Pakistan,Bridgetown,05/02/2011,Darren Bravo,2011,2011
4,4,8,50.0,1,0,India,Port of Spain,06/06/2011,Darren Bravo,2011,2011
15,15,36,41.66,2,0,India,North Sound,06/13/2011,Darren Bravo,2011,2011
86,86,99,86.86,3,6,India,Kingston,06/16/2011,Darren Bravo,2011,2011
20,20,19,105.26,2,0,Bangladesh,Dhaka,10/13/2011,Darren Bravo,2011,2011
1*,1,12,8.33,0,0,Bangladesh,Dhaka,10/15/2011,Darren Bravo,2011,2011
0,0,3,0.0,0,0,Bangladesh,Chattogram,10/18/2011,Darren Bravo,2011,2011
60,60,74,81.08,6,0,India,Cuttack,11/29/2011,Darren Bravo,2011,2011
13,13,17,76.47,2,0,India,Visakhapatnam,12/02/2011,Darren Bravo,2011,2011
26*,26,41,63.41,2,0,India,Ahmedabad,12/05/2011,Darren Bravo,2011,2011
4,4,15,26.66,1,0,Australia,Kingstown,03/16/2012,Darren Bravo,2012,2012
16,16,28,57.14,3,0,Australia,Kingstown,03/18/2012,Darren Bravo,2012,2012
0,0,3,0.0,0,0,Australia,Kingstown,03/20/2012,Darren Bravo,2012,2012
25,25,50,50.0,3,0,Australia,Gros Islet,03/23/2012,Darren Bravo,2012,2012
3,3,21,14.28,0,0,Australia,Gros Islet,03/25/2012,Darren Bravo,2012,2012
8*,8,13,61.53,1,0,England,Southampton,06/16/2012,Darren Bravo,2012,2012
35,35,41,85.36,4,1,Bangladesh,Khulna,11/30/2012,Darren Bravo,2012,2012
28,28,41,68.29,3,0,Bangladesh,Khulna,12/02/2012,Darren Bravo,2012,2012
13,13,23,56.52,2,0,Bangladesh,Dhaka,12/05/2012,Darren Bravo,2012,2012
34,34,61,55.73,3,0,Bangladesh,Dhaka,12/07/2012,Darren Bravo,2012,2012
51,51,108,47.22,3,1,Bangladesh,Dhaka,12/08/2012,Darren Bravo,2012,2012
11,11,25,44.0,1,0,Australia,Perth,02/01/2013,Darren Bravo,2013,2013
14,14,20,70.0,3,0,Australia,Perth,02/03/2013,Darren Bravo,2013,2013
86,86,96,89.58,7,1,Australia,Canberra,02/06/2013,Darren Bravo,2013,2013
4,4,16,25.0,1,0,Australia,Sydney,02/08/2013,Darren Bravo,2013,2013
33,33,50,66.0,3,0,Australia,Melbourne,02/10/2013,Darren Bravo,2013,2013
100*,100,71,140.84,9,4,Zimbabwe,St George's,02/22/2013,Darren Bravo,2013,2013
0,0,2,0.0,0,0,Zimbabwe,St George's,02/24/2013,Darren Bravo,2013,2013
72*,72,103,69.9,5,0,Zimbabwe,St George's,02/26/2013,Darren Bravo,2013,2013
0,0,4,0.0,0,0,Pakistan,The Oval,06/07/2013,Darren Bravo,2013,2013
35,35,83,42.16,2,0,India,The Oval,06/11/2013,Darren Bravo,2013,2013
12,12,7,171.42,2,0,South Africa,Cardiff,06/14/2013,Darren Bravo,2013,2013
27,27,30,90.0,4,0,Sri Lanka,Kingston,06/28/2013,Darren Bravo,2013,2013
55,55,78,70.51,5,1,India,Kingston,06/30/2013,Darren Bravo,2013,2013
1,1,7,14.28,0,0,India,Port of Spain,07/05/2013,Darren Bravo,2013,2013
70,70,84,83.33,4,1,Sri Lanka,Port of Spain,07/07/2013,Darren Bravo,2013,2013
5,5,18,27.77,1,0,Pakistan,Providence,07/14/2013,Darren Bravo,2013,2013
54,54,81,66.66,6,0,Pakistan,Providence,07/16/2013,Darren Bravo,2013,2013
17,17,40,42.5,2,0,Pakistan,Gros Islet,07/19/2013,Darren Bravo,2013,2013
9,9,18,50.0,1,0,Pakistan,Gros Islet,07/21/2013,Darren Bravo,2013,2013
9,9,21,42.85,1,0,Pakistan,Gros Islet,07/24/2013,Darren Bravo,2013,2013
59,59,77,76.62,4,2,India,Kochi,11/21/2013,Darren Bravo,2013,2013
50,50,54,92.59,8,0,India,Visakhapatnam,11/24/2013,Darren Bravo,2013,2013
51*,51,53,96.22,4,2,India,Kanpur,11/27/2013,Darren Bravo,2013,2013
14,14,18,77.77,3,0,New Zealand,Auckland,12/26/2013,Darren Bravo,2013,2013
1,1,9,11.11,0,0,Ireland,Kingston,02/23/2014,Darren Bravo,2014,2014
2,2,12,16.66,0,0,England,North Sound,02/28/2014,Darren Bravo,2014,2014
13,13,34,38.23,0,1,England,North Sound,03/02/2014,Darren Bravo,2014,2014
16,16,20,80.0,3,0,England,North Sound,03/05/2014,Darren Bravo,2014,2014
7,7,14,50.0,1,0,Bangladesh,St George's,08/20/2014,Darren Bravo,2014,2014
53,53,82,64.63,2,1,Bangladesh,St George's,08/22/2014,Darren Bravo,2014,2014
124,124,127,97.63,7,8,Bangladesh,Basseterre,08/25/2014,Darren Bravo,2014,2014
28,28,45,62.22,2,1,India,Kochi,10/08/2014,Darren Bravo,2014,2014
26,26,44,59.09,2,0,India,Delhi,10/11/2014,Darren Bravo,2014,2014
40,40,51,78.43,6,0,India,Dharamsala,10/17/2014,Darren Bravo,2014,2014
0,0,0,0.0,0,0,Ireland,Nelson,02/16/2015,Darren Bravo,2015,2015
49*,49,78,62.82,3,0,Pakistan,Christchurch,02/21/2015,Darren Bravo,2015,2015
38,38,58,65.51,3,1,Sri Lanka,Colombo (RPS),11/01/2015,Darren Bravo,2015,2015
21,21,33,63.63,1,0,Sri Lanka,Colombo (RPS),11/04/2015,Darren Bravo,2015,2015
4,4,7,57.14,0,0,Sri Lanka,Pallekele,11/07/2015,Darren Bravo,2015,2015
30,30,69,43.47,2,0,South Africa,Providence,06/03/2016,Darren Bravo,2016,2016
19,19,31,61.29,3,0,Australia,Providence,06/05/2016,Darren Bravo,2016,2016
39,39,63,61.9,3,1,Australia,Basseterre,06/13/2016,Darren Bravo,2016,2016
11,11,19,57.89,1,0,South Africa,Basseterre,06/15/2016,Darren Bravo,2016,2016
15,15,20,75.0,3,0,Australia,Bridgetown,06/21/2016,Darren Bravo,2016,2016
102,102,103,99.02,12,4,South Africa,Bridgetown,06/24/2016,Darren Bravo,2016,2016
6,6,20,30.0,1,0,Australia,Bridgetown,06/26/2016,Darren Bravo,2016,2016
12,12,28,42.85,0,0,Pakistan,Sharjah,09/30/2016,Darren Bravo,2016,2016
61,61,74,82.43,5,3,Pakistan,Sharjah,10/02/2016,Darren Bravo,2016,2016
17,17,40,42.5,0,1,Pakistan,Abu Dhabi,10/05/2016,Darren Bravo,2016,2016
19,19,51,37.25,1,0,Bangladesh,Dhaka,12/09/2018,Darren Bravo,2018,2018
27,27,43,62.79,1,1,Bangladesh,Dhaka,12/11/2018,Darren Bravo,2018,2018
10,10,26,38.46,1,0,Bangladesh,Sylhet,12/14/2018,Darren Bravo,2018,2018
40,40,30,133.33,2,4,England,Bridgetown,02/20/2019,Darren Bravo,2019,2019
25,25,37,67.56,0,0,England,Bridgetown,02/22/2019,Darren Bravo,2019,2019
61,61,59,103.38,4,4,England,St George's,02/27/2019,Darren Bravo,2019,2019
7*,7,14,50.0,1,0,England,Gros Islet,03/02/2019,Darren Bravo,2019,2019
9*,9,7,128.57,1,0,Ireland,Dublin,05/05/2019,Darren Bravo,2019,2019
1,1,4,25.0,0,0,Bangladesh,Dublin,05/07/2019,Darren Bravo,2019,2019
17,17,25,68.0,1,0,Ireland,Dublin (Malahide),05/11/2019,Darren Bravo,2019,2019
6,6,13,46.15,1,0,Bangladesh,Dublin (Malahide),05/13/2019,Darren Bravo,2019,2019
3*,3,3,100.0,0,0,Bangladesh,Dublin (Malahide),05/17/2019,Darren Bravo,2019,2019
11,11,20,55.0,1,0,Bangladesh,Chattogram,10/18/2011,Carlos Brathwaite,2011,2011
4,4,10,40.0,0,0,South Africa,East London,01/21/2015,Carlos Brathwaite,2015,2015
11,11,14,78.57,0,1,South Africa,Port Elizabeth,01/25/2015,Carlos Brathwaite,2015,2015
1,1,9,11.11,0,0,South Africa,Centurion,01/28/2015,Carlos Brathwaite,2015,2015
9,9,6,150.0,0,1,Sri Lanka,Colombo (RPS),11/01/2015,Carlos Brathwaite,2015,2015
17,17,13,130.76,1,1,Sri Lanka,Colombo (RPS),11/04/2015,Carlos Brathwaite,2015,2015
18,18,13,138.46,3,0,Sri Lanka,Pallekele,11/07/2015,Carlos Brathwaite,2015,2015
8,8,14,57.14,1,0,South Africa,Providence,06/03/2016,Carlos Brathwaite,2016,2016
21,21,48,43.75,1,1,Australia,Providence,06/05/2016,Carlos Brathwaite,2016,2016
3*,3,7,42.85,0,0,Australia,Basseterre,06/13/2016,Carlos Brathwaite,2016,2016
0,0,1,0.0,0,0,South Africa,Basseterre,06/15/2016,Carlos Brathwaite,2016,2016
7,7,6,116.66,1,0,Australia,Bridgetown,06/21/2016,Carlos Brathwaite,2016,2016
33*,33,42,78.57,2,1,South Africa,Bridgetown,06/24/2016,Carlos Brathwaite,2016,2016
14,14,11,127.27,1,1,Australia,Bridgetown,06/26/2016,Carlos Brathwaite,2016,2016
15,15,16,93.75,0,2,Pakistan,Sharjah,09/30/2016,Carlos Brathwaite,2016,2016
14,14,11,127.27,2,0,Pakistan,Sharjah,10/02/2016,Carlos Brathwaite,2016,2016
14,14,13,107.69,1,0,Sri Lanka,Harare,11/16/2016,Carlos Brathwaite,2016,2016
9,9,5,180.0,0,1,Zimbabwe,Bulawayo,11/19/2016,Carlos Brathwaite,2016,2016
19,19,16,118.75,0,1,Sri Lanka,Bulawayo,11/23/2016,Carlos Brathwaite,2016,2016
12,12,12,100.0,1,0,England,North Sound,03/03/2017,Carlos Brathwaite,2017,2017
23,23,24,95.83,2,0,England,North Sound,03/05/2017,Carlos Brathwaite,2017,2017
7,7,23,30.43,0,0,England,Bridgetown,03/09/2017,Carlos Brathwaite,2017,2017
11,11,16,68.75,1,0,Ireland,Harare,03/10/2018,Carlos Brathwaite,2018,2018
4,4,5,80.0,1,0,Afghanistan,Harare,03/15/2018,Carlos Brathwaite,2018,2018
24,24,26,92.3,0,1,Scotland,Harare,03/21/2018,Carlos Brathwaite,2018,2018
14,14,10,140.0,1,1,Afghanistan,Harare,03/25/2018,Carlos Brathwaite,2018,2018
3,3,3,100.0,0,0,England,Bridgetown,02/20/2019,Carlos Brathwaite,2019,2019
13,13,22,59.09,0,1,England,Bridgetown,02/22/2019,Carlos Brathwaite,2019,2019
50,50,36,138.88,4,2,England,St George's,02/27/2019,Carlos Brathwaite,2019,2019
1,1,8,12.5,0,0,India,Toronto,09/11/1999,Chris Gayle ,1999,1999
15,15,22,68.18,3,0,India,Toronto,09/12/1999,Chris Gayle ,1999,1999
7,7,22,31.81,1,0,India,Toronto,09/14/1999,Chris Gayle ,1999,1999
6,6,15,40.0,1,0,Pakistan,Toronto,09/18/1999,Chris Gayle ,1999,1999
0,0,1,0.0,0,0,Pakistan,Toronto,09/19/1999,Chris Gayle ,1999,1999
7,7,18,38.88,0,0,Sri Lanka,Sharjah,10/17/1999,Chris Gayle ,1999,1999
22,22,42,52.38,3,0,Pakistan,Sharjah,10/19/1999,Chris Gayle ,1999,1999
4,4,12,33.33,0,0,Zimbabwe,Kingston,04/01/2000,Chris Gayle ,2000,2000
58*,58,45,128.88,5,1,Zimbabwe,Kingston,04/02/2000,Chris Gayle ,2000,2000
15,15,13,115.38,1,0,Pakistan,Kingstown,04/12/2000,Chris Gayle ,2000,2000
42,42,49,85.71,4,0,Pakistan,St George's,04/16/2000,Chris Gayle ,2000,2000
8,8,16,50.0,0,0,Pakistan,Bridgetown,04/19/2000,Chris Gayle ,2000,2000
33,33,35,94.28,4,0,Pakistan,Port of Spain,04/22/2000,Chris Gayle ,2000,2000
0,0,2,0.0,0,0,Pakistan,Port of Spain,04/23/2000,Chris Gayle ,2000,2000
41,41,86,47.67,6,0,Zimbabwe,Bristol,07/06/2000,Chris Gayle ,2000,2000
6,6,13,46.15,1,0,Zimbabwe,Canterbury,07/11/2000,Chris Gayle ,2000,2000
26,26,59,44.06,3,0,England,Chester-le-Street,07/15/2000,Chris Gayle ,2000,2000
3,3,4,75.0,0,0,Zimbabwe,Chester-le-Street,07/16/2000,Chris Gayle ,2000,2000
37,37,71,52.11,4,0,England,Nottingham,07/20/2000,Chris Gayle ,2000,2000
27,27,34,79.41,4,0,South Africa,Kingston,04/28/2001,Chris Gayle ,2001,2001
50,50,72,69.44,7,0,South Africa,St John's,05/02/2001,Chris Gayle ,2001,2001
1,1,3,33.33,0,0,South Africa,St George's,05/05/2001,Chris Gayle ,2001,2001
9,9,27,33.33,0,1,South Africa,St George's,05/06/2001,Chris Gayle ,2001,2001
6,6,15,40.0,0,0,South Africa,Bridgetown,05/09/2001,Chris Gayle ,2001,2001
28,28,39,71.79,5,0,South Africa,Kingstown,05/16/2001,Chris Gayle ,2001,2001
53,53,76,69.73,7,0,Zimbabwe,Harare,06/23/2001,Chris Gayle ,2001,2001
0,0,5,0.0,0,0,India,Bulawayo,06/30/2001,Chris Gayle ,2001,2001
76,76,95,80.0,6,0,Zimbabwe,Bulawayo,07/01/2001,Chris Gayle ,2001,2001
23,23,43,53.48,2,0,India,Harare,07/04/2001,Chris Gayle ,2001,2001
43,43,45,95.55,8,0,India,Harare,07/07/2001,Chris Gayle ,2001,2001
152,152,150,101.33,17,1,Kenya,Nairobi,08/15/2001,Chris Gayle ,2001,2001
10,10,22,45.45,0,1,Kenya,Nairobi (Gym),08/18/2001,Chris Gayle ,2001,2001
70,70,70,100.0,9,2,Kenya,Nairobi (Gym),08/19/2001,Chris Gayle ,2001,2001
0,0,5,0.0,0,0,Zimbabwe,Colombo (SSC),12/09/2001,Chris Gayle ,2001,2001
21,21,32,65.62,3,0,Sri Lanka,Colombo (RPS),12/11/2001,Chris Gayle ,2001,2001
8,8,9,88.88,2,0,Sri Lanka,Kandy,12/15/2001,Chris Gayle ,2001,2001
85,85,79,107.59,17,1,Zimbabwe,Kandy,12/16/2001,Chris Gayle ,2001,2001
60,60,87,68.96,8,0,Sri Lanka,Colombo (RPS),12/19/2001,Chris Gayle ,2001,2001
50,50,53,94.33,10,0,Pakistan,Sharjah,02/14/2002,Chris Gayle ,2002,2002
62,62,46,134.78,8,3,Pakistan,Sharjah,02/15/2002,Chris Gayle ,2002,2002
19,19,17,111.76,4,0,Pakistan,Sharjah,02/17/2002,Chris Gayle ,2002,2002
16,16,43,37.2,2,0,India,Bridgetown,05/29/2002,Chris Gayle ,2002,2002
84,84,67,125.37,9,3,India,Port of Spain,06/01/2002,Chris Gayle ,2002,2002
3,3,10,30.0,0,0,India,Port of Spain,06/02/2002,Chris Gayle ,2002,2002
30,30,37,81.08,4,0,New Zealand,Gros Islet,06/08/2002,Chris Gayle ,2002,2002
37,37,47,78.72,6,0,New Zealand,Gros Islet,06/09/2002,Chris Gayle ,2002,2002
60,60,60,100.0,4,2,New Zealand,Port of Spain,06/12/2002,Chris Gayle ,2002,2002
67,67,79,84.81,7,1,New Zealand,Kingstown,06/16/2002,Chris Gayle ,2002,2002
49,49,55,89.09,8,1,South Africa,Colombo (SSC),09/13/2002,Chris Gayle ,2002,2002
33,33,42,78.57,4,2,Kenya,Colombo (SSC),09/17/2002,Chris Gayle ,2002,2002
7,7,15,46.66,1,0,India,Jamshedpur,11/06/2002,Chris Gayle ,2002,2002
103,103,116,88.79,8,3,India,Nagpur,11/09/2002,Chris Gayle ,2002,2002
72,72,68,105.88,12,2,India,Rajkot,11/12/2002,Chris Gayle ,2002,2002
140,140,127,110.23,12,5,India,Ahmedabad,11/15/2002,Chris Gayle ,2002,2002
101,101,107,94.39,10,3,India,Vadodara,11/18/2002,Chris Gayle ,2002,2002
27,27,38,71.05,4,0,India,Jodhpur,11/21/2002,Chris Gayle ,2002,2002
5,5,8,62.5,0,0,India,Vijayawada,11/24/2002,Chris Gayle ,2002,2002
38,38,70,54.28,5,0,Bangladesh,Chittagong,11/29/2002,Chris Gayle ,2002,2002
21,21,43,48.83,3,0,Bangladesh,Dhaka,12/02/2002,Chris Gayle ,2002,2002
73,73,90,81.11,11,0,Bangladesh,Dhaka,12/03/2002,Chris Gayle ,2002,2002
2,2,21,9.52,0,0,South Africa,Cape Town,02/09/2003,Chris Gayle ,2003,2003
22,22,29,75.86,5,0,New Zealand,Port Elizabeth,02/13/2003,Chris Gayle ,2003,2003
0,0,5,0.0,0,0,Bangladesh,Benoni,02/18/2003,Chris Gayle ,2003,2003
8,8,13,61.53,1,0,Canada,Centurion,02/23/2003,Chris Gayle ,2003,2003
55,55,76,72.36,8,0,Sri Lanka,Cape Town,02/28/2003,Chris Gayle ,2003,2003
119,119,151,78.8,8,2,Kenya,Kimberley,03/04/2003,Chris Gayle ,2003,2003
37,37,50,74.0,6,0,Australia,Kingston,05/17/2003,Chris Gayle ,2003,2003
28,28,55,50.9,4,0,Australia,Kingston,05/18/2003,Chris Gayle ,2003,2003
43,43,46,93.47,5,1,Australia,Gros Islet,05/21/2003,Chris Gayle ,2003,2003
84,84,113,74.33,7,1,Australia,Port of Spain,05/24/2003,Chris Gayle ,2003,2003
5,5,4,125.0,1,0,Australia,Port of Spain,05/25/2003,Chris Gayle ,2003,2003
18,18,21,85.71,3,0,Australia,St George's,05/30/2003,Chris Gayle ,2003,2003
60,60,68,88.23,8,0,Australia,St George's,06/01/2003,Chris Gayle ,2003,2003
0,0,9,0.0,0,0,Sri Lanka,Bridgetown,06/07/2003,Chris Gayle ,2003,2003
94,94,125,75.2,12,2,Sri Lanka,Bridgetown,06/08/2003,Chris Gayle ,2003,2003
21,21,75,28.0,1,0,Sri Lanka,Kingstown,06/11/2003,Chris Gayle ,2003,2003
153*,153,160,95.62,19,2,Zimbabwe,Bulawayo,11/22/2003,Chris Gayle ,2003,2003
8,8,15,53.33,1,0,Zimbabwe,Bulawayo,11/23/2003,Chris Gayle ,2003,2003
61,61,112,54.46,7,0,Zimbabwe,Harare,11/26/2003,Chris Gayle ,2003,2003
51,51,34,150.0,7,3,Zimbabwe,Harare,11/29/2003,Chris Gayle ,2003,2003
112*,112,75,149.33,17,2,Zimbabwe,Harare,11/30/2003,Chris Gayle ,2003,2003
4,4,15,26.66,1,0,South Africa,Cape Town,01/25/2004,Chris Gayle ,2004,2004
9,9,20,45.0,1,0,South Africa,Port Elizabeth,01/28/2004,Chris Gayle ,2004,2004
1,1,16,6.25,0,0,South Africa,Durban,01/30/2004,Chris Gayle ,2004,2004
26,26,22,118.18,2,2,South Africa,Centurion,02/01/2004,Chris Gayle ,2004,2004
152*,152,153,99.34,12,3,South Africa,Johannesburg,02/04/2004,Chris Gayle ,2004,2004
2,2,17,11.76,0,0,England,Georgetown,04/18/2004,Chris Gayle ,2004,2004
20,20,42,47.61,2,0,England,Port of Spain,04/24/2004,Chris Gayle ,2004,2004
36,36,42,85.71,5,1,England,Gros Islet,05/01/2004,Chris Gayle ,2004,2004
9,9,10,90.0,1,0,England,Gros Islet,05/02/2004,Chris Gayle ,2004,2004
41,41,52,78.84,4,1,England,Bridgetown,05/05/2004,Chris Gayle ,2004,2004
0,0,8,0.0,0,0,Bangladesh,Kingstown,05/15/2004,Chris Gayle ,2004,2004
7,7,22,31.81,1,0,Bangladesh,Kingstown,05/16/2004,Chris Gayle ,2004,2004
30,30,49,61.22,5,0,New Zealand,Birmingham,06/26/2004,Chris Gayle ,2004,2004
60*,60,90,66.66,9,0,England,Nottingham,06/27/2004,Chris Gayle ,2004,2004
23,23,29,79.31,5,0,England,Leeds,07/01/2004,Chris Gayle ,2004,2004
27,27,58,46.55,4,0,New Zealand,Cardiff,07/03/2004,Chris Gayle ,2004,2004
132*,132,165,80.0,12,1,England,Lord's,07/06/2004,Chris Gayle ,2004,2004
4,4,13,30.76,0,0,New Zealand,Lord's,07/10/2004,Chris Gayle ,2004,2004
99,99,132,75.0,6,0,Bangladesh,Southampton,09/15/2004,Chris Gayle ,2004,2004
16,16,19,84.21,3,0,South Africa,The Oval,09/18/2004,Chris Gayle ,2004,2004
1,1,8,12.5,0,0,Pakistan,Southampton,09/22/2004,Chris Gayle ,2004,2004
23,23,33,69.69,5,0,England,The Oval,09/25/2004,Chris Gayle ,2004,2004
1,1,9,11.11,0,0,Asia XI,Melbourne,01/10/2005,Chris Gayle ,2005,2005
0,0,3,0.0,0,0,Australia,Melbourne,01/14/2005,Chris Gayle ,2005,2005
82,82,99,82.82,7,0,Pakistan,Brisbane,01/19/2005,Chris Gayle ,2005,2005
26,26,22,118.18,3,1,Australia,Brisbane,01/21/2005,Chris Gayle ,2005,2005
2,2,11,18.18,0,0,Australia,Adelaide,01/26/2005,Chris Gayle ,2005,2005
9,9,12,75.0,1,0,Pakistan,Adelaide,01/28/2005,Chris Gayle ,2005,2005
0,0,3,0.0,0,0,Pakistan,Perth,02/01/2005,Chris Gayle ,2005,2005
26,26,31,83.87,4,0,South Africa,Kingston,05/07/2005,Chris Gayle ,2005,2005
11,11,15,73.33,2,0,South Africa,Kingston,05/08/2005,Chris Gayle ,2005,2005
132,132,152,86.84,7,2,South Africa,Bridgetown,05/11/2005,Chris Gayle ,2005,2005
3,3,5,60.0,0,0,South Africa,Port of Spain,05/14/2005,Chris Gayle ,2005,2005
28,28,20,140.0,5,1,South Africa,Port of Spain,05/15/2005,Chris Gayle ,2005,2005
22,22,21,104.76,5,0,Pakistan,Kingstown,05/18/2005,Chris Gayle ,2005,2005
43,43,45,95.55,5,1,Pakistan,Gros Islet,05/21/2005,Chris Gayle ,2005,2005
124,124,137,90.51,13,0,Pakistan,Gros Islet,05/22/2005,Chris Gayle ,2005,2005
54,54,48,112.5,8,1,Australia,Melbourne (Docklands),10/07/2005,Chris Gayle ,2005,2005
0,0,2,0.0,0,0,Australia,Melbourne (Docklands),10/09/2005,Chris Gayle ,2005,2005
6,6,5,120.0,1,0,New Zealand,Wellington,02/18/2006,Chris Gayle ,2006,2006
0,0,16,0.0,0,0,New Zealand,Queenstown,02/22/2006,Chris Gayle ,2006,2006
38,38,23,165.21,6,2,New Zealand,Christchurch,02/25/2006,Chris Gayle ,2006,2006
5,5,11,45.45,1,0,New Zealand,Napier,03/01/2006,Chris Gayle ,2006,2006
2,2,22,9.09,0,0,New Zealand,Auckland,03/04/2006,Chris Gayle ,2006,2006
35,35,71,49.29,3,1,Zimbabwe,St John's,04/29/2006,Chris Gayle ,2006,2006
49,49,73,67.12,7,0,Zimbabwe,St John's,04/30/2006,Chris Gayle ,2006,2006
95*,95,91,104.39,13,1,Zimbabwe,Gros Islet,05/10/2006,Chris Gayle ,2006,2006
2,2,17,11.76,0,0,Zimbabwe,Port of Spain,05/13/2006,Chris Gayle ,2006,2006
11,11,32,34.37,0,0,Zimbabwe,Port of Spain,05/14/2006,Chris Gayle ,2006,2006
123,123,130,94.61,18,2,India,Kingston,05/18/2006,Chris Gayle ,2006,2006
0,0,8,0.0,0,0,India,Kingston,05/20/2006,Chris Gayle ,2006,2006
40,40,65,61.53,5,1,India,Basseterre,05/23/2006,Chris Gayle ,2006,2006
46,46,70,65.71,6,1,India,Port of Spain,05/26/2006,Chris Gayle ,2006,2006
51,51,61,83.6,10,0,India,Port of Spain,05/28/2006,Chris Gayle ,2006,2006
58,58,46,126.08,7,2,Australia,Kuala Lumpur,09/12/2006,Chris Gayle ,2006,2006
45,45,35,128.57,9,0,India,Kuala Lumpur,09/14/2006,Chris Gayle ,2006,2006
79,79,93,84.94,7,3,Australia,Kuala Lumpur,09/18/2006,Chris Gayle ,2006,2006
1,1,7,14.28,0,0,India,Kuala Lumpur,09/20/2006,Chris Gayle ,2006,2006
0,0,1,0.0,0,0,Australia,Kuala Lumpur,09/24/2006,Chris Gayle ,2006,2006
41,41,34,120.58,7,1,Zimbabwe,Ahmedabad,10/08/2006,Chris Gayle ,2006,2006
104*,104,118,88.13,11,3,Bangladesh,Jaipur,10/11/2006,Chris Gayle ,2006,2006
0,0,5,0.0,0,0,Sri Lanka,Mumbai (BS),10/14/2006,Chris Gayle ,2006,2006
24,24,26,92.3,4,0,Australia,Mumbai (BS),10/18/2006,Chris Gayle ,2006,2006
